Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Male,30,North Central Correctional Facility,Prison,2019,2022,05/14/2018,11/27/2018,6,Parole Granted,20275854,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,209,7.0,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Male,21,Mount Pleasant Correctional Facility,Prison,2019,2022,07/09/2018,11/15/2018,4,Parole Granted,20459293,D Felony,Public Order,OWI,true,New Charge,165,5.5,321J.2(C),D Felony,Public Order,OWI,Low
White,Female,29,Iowa Correctional Institution for Women,Work Release,2019,2022,02/20/2018,07/10/2018,4,Parole Granted,20396327,C Felony,Drug,Trafficking,true,Tech,539,18.0,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Black,Female,22,Iowa Correctional Institution for Women,Prison,2019,2022,08/04/2017,07/11/2018,11,Parole Granted,20307962,D Felony,Property,Theft,false,,,,,,,,High
Hispanic,Male,22,Mount Pleasant Correctional Facility,Prison,2019,2022,07/26/2018,01/28/2019,6,Parole Granted,20344201,D Felony,Property,Theft,true,Tech,162,5.4,714.2(2),D Felony,Property,Theft,Low
White,Male,25,Iowa Medical & Classification Center,Prison,2019,2022,05/10/2016,12/28/2018,31,Parole Granted,20346231,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,62,Clarinda Correctional Facility,Prison,2019,2022,01/15/2015,02/28/2019,49,Discharged - Expiration of Sentence,20296517,C Felony,Property,Arson,false,,,,,,,,Low
Black,Male,35,Iowa Medical & Classification Center,Work Release,2019,2022,09/20/2018,12/17/2018,2,Parole Granted,20377564,D Felony,Public Order,Other Public Order,true,Tech,84,2.8,719.7(B),D Felony,Public Order,Other Public Order,High
White,Male,23,Fort Dodge Correctional Facility,Prison,2019,2022,08/09/2017,12/04/2018,15,Paroled to Detainer - Iowa,20315427,D Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,55,Fort Dodge Correctional Facility,Prison,2019,2022,04/23/2018,12/02/2018,7,Released to Special Sentence,20454594,D Felony,Other,Other Criminal,true,New Charge,58,1.9,908.5(2)B,D Felony,Other,Other Criminal,High
White,Male,26,Newton Correctional Facility,Prison,2019,2022,06/06/2014,12/29/2018,54,Released to Special Sentence,20225670,C Felony,Violent,Sex,false,,,,,,,,
White,Male,34,Mount Pleasant Correctional Facility,Prison,2019,2022,01/26/2017,08/10/2018,18,Parole Granted,20346073,C Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,24,Districts/Compact Regions,Work Release,2019,2022,03/11/2019,06/27/2019,3,Parole Granted,20375224,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,34,Clarinda Correctional Facility,Prison,2019,2022,04/30/2014,07/12/2018,50,Parole Granted,20267961,B Felony,Other,Other Criminal,false,,,,,,,,Moderate
White,Male,20,Clarinda Correctional Facility,Prison,2019,2022,02/01/2018,10/11/2018,8,Discharged - Expiration of Sentence,20346886,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,High
Black,Male,35,Clarinda Correctional Facility,Prison,2019,2022,09/25/2014,01/02/2019,51,Parole Granted,20008253,C Felony,Property,Theft,false,,,,,,,,High
White,Male,34,Iowa Medical & Classification Center,Prison,2019,2022,07/09/2018,04/14/2019,9,Discharged - Expiration of Sentence,20467018,Aggravated Misdemeanor,Public Order,Other Public Order,false,,,,,,,,Low
White,Male,47,Districts/Compact Regions,Work Release,2019,2022,09/05/2018,12/05/2018,3,Released to Special Sentence,20236906,Special Sentence 2005,Violent,Sex,false,,,,,,,,Low
Black,Male,28,Clarinda Correctional Facility,Prison,2019,2022,01/15/2015,08/24/2018,43,Parole Granted,20259110,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,02/15/2018,04/25/2019,14,Parole Granted,20424759,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,26,Iowa Medical & Classification Center,Prison,2019,2022,10/23/2018,06/25/2019,8,Parole Granted,20470937,D Felony,Property,Theft,true,Tech,135,4.5,714.2(2),D Felony,Property,Theft,Moderate
White,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,10/23/2018,12/18/2018,1,Parole Granted,20358194,B Felony,Drug,Trafficking,true,Tech,342,11.4,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
Black,Male,34,Districts/Compact Regions,Work Release,2019,2022,02/21/2019,04/26/2019,2,Parole Granted,20362379,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
Black,Female,23,Iowa Correctional Institution for Women,Prison,2019,2022,02/13/2018,11/07/2018,8,Discharged - Expiration of Sentence,20322516,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,62,Clarinda Correctional Facility,Prison,2019,2022,04/24/2017,11/16/2018,18,Paroled to Detainer - Out of State,20399220,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
Black,Male,22,Fort Dodge Correctional Facility,Prison,2019,2022,02/16/2017,08/30/2018,18,Discharged - Expiration of Sentence,20395462,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,20,North Central Correctional Facility,Prison,2019,2022,08/30/2018,01/29/2019,4,Parole Granted,20474545,Aggravated Misdemeanor,Violent,Robbery,false,,,,,,,,Moderate
White,Male,37,Clarinda Correctional Facility,Prison,2019,2022,07/31/2018,12/20/2018,4,Parole Granted,20390115,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,28,Iowa State Penitentiary,Prison,2019,2022,08/21/2018,12/05/2018,3,Parole Granted,20433685,Aggravated Misdemeanor,Public Order,Traffic,true,New Charge,"1,042",34.7,708.2A(3B),Aggravated Misdemeanor,Violent,Assault,Moderate
White,Male,32,Newton Correctional Facility,Prison,2019,2022,06/02/2017,05/26/2019,23,Released to Special Sentence,20412075,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,226,7.5,908.5(2)B,D Felony,Other,Other Criminal,Moderate
Black,Female,41,Iowa Correctional Institution for Women,Prison,2019,2022,07/16/2018,01/02/2019,5,Parole Granted,20351416,C Felony,Drug,Trafficking,true,Tech,232,7.7,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Black,Male,24,Iowa Medical & Classification Center,Work Release,2019,2022,06/18/2018,10/12/2018,3,Parole Granted,20187868,C Felony,Property,Burglary,true,New Charge,504,16.8,714.2(3),Aggravated Misdemeanor,Property,Theft,High
White,Female,27,Iowa Correctional Institution for Women,Prison,2019,2022,12/26/2018,05/21/2019,4,Discharged - Expiration of Sentence,20303045,D Felony,Property,Theft,false,,,,,,,,High
Black,Male,25,Iowa Medical & Classification Center,Work Release,2019,2022,08/08/2018,02/21/2019,6,Parole Granted,20355407,C Felony,Property,Theft,true,Tech,315,10.5,714.2(1),C Felony,Property,Theft,High
White,Male,29,Iowa Medical & Classification Center,Work Release,2019,2022,05/22/2018,12/17/2018,6,Parole Granted,20426335,D Felony,Public Order,Weapons,true,Tech,108,3.6,724.26(1),D Felony,Public Order,Weapons,Moderate
White,Male,35,Mount Pleasant Correctional Facility,Prison,2019,2022,11/30/2017,02/26/2019,14,Parole Granted,20435016,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,36,Districts/Compact Regions,Work Release,2019,2022,06/06/2018,09/18/2018,3,Parole Granted,20089330,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,26,Districts/Compact Regions,Work Release,2019,2022,10/22/2018,12/19/2018,1,Released to Special Sentence,20365308,D Felony,Violent,Sex,false,,,,,,,,Low
White,Male,23,Clarinda Correctional Facility,Prison,2019,2022,10/26/2018,04/29/2019,6,Discharged - Expiration of Sentence,20482296,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
White,Male,28,Fort Dodge Correctional Facility,Prison,2019,2022,09/14/2018,04/23/2019,7,Paroled w/Immediate Discharge,20622333,Aggravated Misdemeanor,Public Order,Traffic,true,New Charge,422,14.1,"124.401(5),B",Aggravated Misdemeanor,Drug,Drug Possession,Low
Black,Male,27,Districts/Compact Regions,Work Release,2019,2022,12/18/2018,04/01/2019,3,Parole Granted,20099525,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,35,Districts/Compact Regions,Work Release,2019,2022,08/15/2018,11/16/2018,3,Parole Granted,20434200,C Felony,Property,Theft,false,,,,,,,,High
Black,Male,35,Districts/Compact Regions,Prison,2019,2022,04/06/2018,08/28/2018,4,Paroled w/Immediate Discharge,20291175,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
White,Female,32,Iowa Correctional Institution for Women,Prison,2019,2022,04/23/2018,02/07/2019,9,Parole Granted,20435548,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,24,Newton Correctional Facility,Prison,2019,2022,03/02/2017,10/01/2018,18,Released to Special Sentence,20397805,Aggravated Misdemeanor,Public Order,Other Public Order,false,,,,,,,,High
White,Female,30,Iowa Correctional Institution for Women,Prison,2019,2022,02/05/2019,05/04/2019,2,Discharged - Expiration of Sentence,20399215,D Felony,Public Order,OWI,false,,,,,,,,Moderate
White,Male,42,Districts/Compact Regions,Work Release,2019,2022,02/01/2018,08/03/2018,6,Parole Granted,20209470,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,34,Iowa Medical & Classification Center,Work Release,2019,2022,09/12/2018,11/29/2018,2,Parole Granted,20382121,D Felony,Drug,Drug Possession,true,New Charge,97,3.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,31,Clarinda Correctional Facility,Prison,2019,2022,04/17/2018,08/28/2018,4,Parole Granted,20415527,D Felony,Drug,Other Drug,true,Tech,303,10.1,453B.12,D Felony,Drug,Other Drug,Low
White,Female,23,Iowa Correctional Institution for Women,Prison,2019,2022,08/07/2018,05/02/2019,8,Paroled w/Immediate Discharge,20356571,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,32,Clarinda Correctional Facility,Prison,2019,2022,05/19/2017,09/20/2018,16,Parole Granted,20396060,D Felony,Violent,Assault,false,,,,,,,,High
Black,Male,27,North Central Correctional Facility,Prison,2019,2022,03/20/2018,01/18/2019,9,Discharged - Expiration of Sentence,20362479,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
Black,Male,34,Iowa Medical & Classification Center,Work Release,2019,2022,08/29/2018,11/27/2018,2,Parole Granted,20059764,B Felony,Other,Other Criminal,true,Tech,143,4.8,706A.4,B Felony,Other,Other Criminal,Low
White,Male,27,Fort Dodge Correctional Facility,Prison,2019,2022,04/13/2018,03/21/2019,11,Parole Granted,20372965,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,High
White,Male,20,Mount Pleasant Correctional Facility,Prison,2019,2022,12/12/2017,12/13/2018,12,Parole Granted,20404458,D Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,33,Clarinda Correctional Facility,Prison,2019,2022,07/15/2016,08/14/2018,24,Parole Granted,20368368,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,118,3.9,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Black,Male,22,Fort Dodge Correctional Facility,Prison,2019,2022,04/22/2016,12/21/2018,31,Parole Granted,20351748,C Felony,Property,Theft,false,,,,,,,,High
White,Female,27,Iowa Correctional Institution for Women,Prison,2019,2022,02/07/2018,08/24/2018,6,Parole Granted,20379398,C Felony,Drug,Trafficking,true,Tech,775,25.8,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Black,Male,55,Iowa Medical & Classification Center,Work Release,2019,2022,01/07/2019,04/23/2019,3,Parole Granted,20394500,C Felony,Property,Theft,true,Tech,225,7.5,714.2(1),C Felony,Property,Theft,High
Black,Male,22,Fort Dodge Correctional Facility,Prison,2019,2022,08/14/2015,07/19/2018,35,Parole Granted,20325948,C Felony,Property,Theft,true,Tech,86,2.9,714.2(1),C Felony,Property,Theft,High
White,Male,27,Anamosa State Penitentiary,Prison,2019,2022,05/03/2016,10/17/2018,29,Discharged - Expiration of Sentence,20326514,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,26,Iowa Medical & Classification Center,Work Release,2019,2022,05/18/2018,08/17/2018,2,Parole Granted,20223396,D Felony,Drug,Trafficking,true,Tech,223,7.4,124.401(1)(d)(2),D Felony,Drug,Trafficking,Low
Hispanic,Male,33,Clarinda Correctional Facility,Prison,2019,2022,10/03/2017,09/05/2018,11,Parole Granted,20066977,C Felony,Property,Theft,true,Tech,223,7.4,714.2(1),C Felony,Property,Theft,High
White,Male,35,North Central Correctional Facility,Prison,2019,2022,02/09/2018,08/24/2018,6,Parole Granted,20278152,C Felony,Drug,Trafficking,true,Tech,292,9.7,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Black,Male,29,North Central Correctional Facility,Prison,2019,2022,08/31/2016,01/03/2019,28,Parole Granted,20368507,B Felony,Violent,Other Violent,true,New Charge,384,12.8,713.3,B Felony,Violent,Other Violent,High
American Indian or Alaska Native,Male,28,Mount Pleasant Correctional Facility,Prison,2019,2022,05/08/2018,11/21/2018,6,Discharged - Expiration of Sentence,20217384,D Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,24,Fort Dodge Correctional Facility,Prison,2019,2022,01/11/2018,11/05/2018,9,Parole Granted,20158715,D Felony,Property,Burglary,true,Tech,366,12.2,713.6A,D Felony,Property,Burglary,High
White,Female,32,Iowa Correctional Institution for Women,Prison,2019,2022,05/11/2018,01/04/2019,7,Parole Granted,20459566,D Felony,Public Order,OWI,false,,,,,,,,Moderate
White,Male,36,Newton Correctional Facility,Prison,2019,2022,05/19/2010,05/27/2019,108,Released to Special Sentence,20091131,C Felony,Violent,Sex,true,New Charge,"1,023",34.1,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,
White,Male,56,Districts/Compact Regions,Work Release,2019,2022,03/06/2019,06/05/2019,2,Parole Granted,891765,B Felony,Violent,Other Violent,false,,,,,,,,High
White,Male,26,Mount Pleasant Correctional Facility,Prison,2019,2022,09/26/2018,04/25/2019,6,Discharged - Expiration of Sentence,20424070,Aggravated Misdemeanor,Drug,Drug Possession,true,New Charge,326,10.9,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,82,Newton Correctional Facility,Prison,2019,2022,02/10/2014,07/30/2018,53,Released to Special Sentence,20254031,C Felony,Violent,Sex,false,,,,,,,,Low
White,Female,34,Iowa Correctional Institution for Women,Prison,2019,2022,07/19/2016,01/30/2019,30,Parole Granted,20356370,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Low
White,Male,19,Mount Pleasant Correctional Facility,Prison,2019,2022,04/06/2018,08/29/2018,4,Parole Granted,20415241,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Female,31,Iowa Correctional Institution for Women,Prison,2019,2022,06/12/2018,05/15/2019,11,Paroled to Detainer - Out of State,20468631,D Felony,Public Order,OWI,false,,,,,,,,High
White,Male,53,Iowa Medical & Classification Center,Work Release,2019,2022,03/08/2018,07/12/2018,4,Parole Granted,20391914,D Felony,Property,Burglary,true,Tech,102,3.4,713.6A,D Felony,Property,Burglary,Moderate
White,Female,30,Iowa Correctional Institution for Women,Work Release,2019,2022,11/14/2018,02/14/2019,3,Parole Granted,20249849,D Felony,Drug,Other Drug,true,Tech,203,6.8,719.8,D Felony,Drug,Other Drug,Low
American Indian or Alaska Native,Male,39,Fort Dodge Correctional Facility,Prison,2019,2022,10/04/2017,08/12/2018,10,Discharged - Expiration of Sentence,20417321,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Female,36,Iowa Correctional Institution for Women,Work Release,2019,2022,12/05/2018,02/18/2019,2,Parole Granted,20441853,C Felony,Drug,Trafficking,true,New Charge,548,18.3,708.6,C Felony,Violent,Assault,High
Hispanic,Male,26,Newton Correctional Facility,Work Release,2019,2022,09/10/2018,10/29/2018,1,Parole Granted,20450344,D Felony,Public Order,Weapons,true,Tech,120,4.0,724.26,D Felony,Public Order,Weapons,High
White,Male,32,Districts/Compact Regions,Work Release,2019,2022,11/05/2018,04/08/2019,5,Parole Granted,20165734,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
Hispanic,Male,27,Districts/Compact Regions,Prison,2019,2022,02/13/2017,05/24/2019,27,Discharged - Expiration of Sentence,20395132,D Felony,Property,Burglary,false,,,,,,,,High
Black,Female,28,Iowa Correctional Institution for Women,Prison,2019,2022,04/23/2018,09/20/2018,4,Discharged - Expiration of Sentence,20317805,Aggravated Misdemeanor,Public Order,Traffic,false,,,,,,,,Moderate
White,Male,30,Newton Correctional Facility,Prison,2019,2022,02/26/2019,03/16/2019,0,Discharged - Expiration of Sentence,20046382,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,48,Mount Pleasant Correctional Facility,Prison,2019,2022,10/26/2018,01/28/2019,3,Discharged - Expiration of Sentence,20474329,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Female,33,Iowa Correctional Institution for Women,Prison,2019,2022,08/23/2018,06/18/2019,9,Paroled w/Immediate Discharge,20358975,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,33,Newton Correctional Facility,Prison,2019,2022,10/13/2016,09/07/2018,22,Released to Special Sentence,20380147,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,52,1.7,908.5(2)B,D Felony,Other,Other Criminal,Low
Black,Male,39,Districts/Compact Regions,Work Release,2019,2022,09/25/2018,12/09/2018,2,Discharged - Expiration of Sentence,20452198,Aggravated Misdemeanor,Public Order,Other Public Order,false,,,,,,,,Low
White,Male,37,Iowa Medical & Classification Center,Prison,2019,2022,10/19/2016,10/10/2018,23,Parole Granted,20380139,D Felony,Violent,Assault,true,New Charge,484,16.1,708.11(3)(b)(1),D Felony,Violent,Assault,High
Hispanic,Female,25,Iowa Correctional Institution for Women,Prison,2019,2022,10/10/2018,03/13/2019,5,Paroled w/Immediate Discharge,20213895,D Felony,Drug,Trafficking,true,New Charge,740,24.7,124.401(5)(c),D Felony,Drug,Drug Possession,Moderate
Hispanic,Male,34,Fort Dodge Correctional Facility,Prison,2019,2022,02/15/2018,07/06/2018,4,Discharged - Expiration of Sentence,20446525,D Felony,Other,Other Criminal,false,,,,,,,,Low
White,Male,29,Mount Pleasant Correctional Facility,Prison,2019,2022,10/10/2018,05/21/2019,7,Parole Granted,20417278,D Felony,Property,Theft,true,Tech,182,6.1,714.2(2),D Felony,Property,Theft,Low
White,Male,36,Clarinda Correctional Facility,Prison,2019,2022,02/25/2019,06/21/2019,3,Discharged - Expiration of Sentence,20509255,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,Low
Black,Male,69,Newton Correctional Facility,Prison,2019,2022,07/23/2018,05/16/2019,9,Parole Granted,20125214,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,33,Iowa Medical & Classification Center,Work Release,2019,2022,02/14/2019,05/16/2019,3,Parole Granted,20374389,D Felony,Public Order,Weapons,true,New Charge,916,30.5,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,32,North Central Correctional Facility,Prison,2019,2022,02/11/2019,05/24/2019,3,Discharged - Expiration of Sentence,20441249,Aggravated Misdemeanor,Property,Theft,true,New Charge,801,26.7,321.561,Aggravated Misdemeanor,Public Order,Traffic,High
